Display Type,LinkedIn Link (map it to Links to get the logo),Startup Name ,Full Address,Description of startup,Website,Stage,# of Employees ,Section,Founded Year,Founded Source,Logo URL,Logo Source
profile,http://www.linkedin.com/company/fluentworlds,FluentWorlds,"3317 North Cottonwood Lane, Provo, UT","VIEW builds immersive 3D e-learning environments with AI, linking learners to historical and modern expertise in tailored virtual worlds. The Company included three brands all laser-focused on taking learning to a new level - FluentWorlds, 3DMeet, and its latest innovation, QuikLearn.",www.fluentworlds.com,Seed ,11-50,B2B Software,2011,https://html.duckduckgo.com/html/?q=%22FluentWorlds%22+founded+year+www.fluentworlds.com,https://icons.duckduckgo.com/ip3/fluentworlds.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/sellgauge,Gauge,"332 East 3300 South, Salt Lake City, UT",We create a competitive bidding process to get you the most money possible for your vehicle at no cost or obligation to you. You can even use our free tools to help you sell privately at the same time.,www.sellgauge.com,Seed ,11-50,Consumer,2009,https://html.duckduckgo.com/html/?q=sellgauge+founded+year,https://icons.duckduckgo.com/ip3/sellgauge.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/heyhalda,Halda,"560 South 100 West, Provo, UT","At Halda, we're changing the game in enrollment marketing by making things simpler and more personal, kind of like your favorite streaming services. We help universities connect better with prospective students, guiding them smoothly from their first click all the way to enrollment",www.halda.ai,Seed ,11-50,B2B Software,2020,https://html.duckduckgo.com/html/?q=%22Halda%22+founded+year+www.halda.ai,https://icons.duckduckgo.com/ip3/halda.ai.ico,ddg-favicon
profile,http://www.linkedin.com/company/halosight,Halosight,"13 West Wasatch Street, Midvale, UT","Halosight is AI for account managers and customer advisors who want to use every email, text, ticket, and conversation to prioritize, personalize, automate and coach. Turn customer interactions into profitable team improvements.",www.halosight.com,Series A ,11-50,B2B Software,2018,https://html.duckduckgo.com/html/?q=%22Halosight%22+founded+year+www.halosight.com,https://icons.duckduckgo.com/ip3/halosight.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/joinleland,Leland,"2701 North Thanksgiving Way, Lehi, UT","Leland is a Marketplaces for ambitious people to access the coaching, classes, content, and community they need to reach career and educational goals.",www.joinleland.com,Series A ,11-50,Marketplaces,2020,https://html.duckduckgo.com/html/?q=%22Leland%22+founded+year+www.joinleland.com,https://icons.duckduckgo.com/ip3/joinleland.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/limit-break,Limit Break,"6300 North Sagewood Drive, Park City, UT",We combine the power of Web3 and creativity to build experiences that connect people from all corners of the globe.,www.limitbreak.com,Series B ,11-50,Consumer,2021,https://html.duckduckgo.com/html/?q=%22Limit+Break%22+founded+year+www.limitbreak.com,https://icons.duckduckgo.com/ip3/limitbreak.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/metrodorainstitute,Metrodora Institute,"3535 South Market Street, West valley city, UT","Advancing care, diagnostics, and therapeutics for people living with complex multisystem disorders.",www.metrodora.co,Seed ,11-50,Bio/Medical Tech,2021,https://html.duckduckgo.com/html/?q=%22Metrodora+Institute%22+founded+year+www.metrodora.co,https://icons.duckduckgo.com/ip3/metrodora.co.ico,ddg-favicon
profile,http://www.linkedin.com/company/getmobly,Mobly ,"2801 N Thanksgiving Way, Lehi, UT 84043","Introducing Mobly, an event-agnostic lead capture app. Just snap a picture of a badge or business card, and we'll convert to text, enrich it to create a fully-workable lead, and sync it with your CRM in seconds! No card? No problem! Just type in a name and company, and we'll do the rest!",www.getmobly.com,Seed ,11-50,B2B Software,2023,https://html.duckduckgo.com/html/?q=%22Mobly%22+founded+year+www.getmobly.com,https://icons.duckduckgo.com/ip3/getmobly.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/livemodal,Modal Living,"Legal 150 South State Street, Salt Lake City, UT","We design our ADUs with your needs in mind and as a space you can utilize any way you like: a studio, mother-in-law apartment, extra residential space for your family, or as an income property.",www.livemodal.com,Seed ,11-50,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Modal+Living%22+founded+year+www.livemodal.com,https://icons.duckduckgo.com/ip3/livemodal.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/monarx,Monarx,"8 East Broadway, Salt Lake City, UT",Monarx offers a complete and advanced malware protection solution designed specifically for web hosts and server environments. ,www.monarx.com,Series A ,11-50,Security ,2017,https://html.duckduckgo.com/html/?q=%22Monarx%22+founded+year+www.monarx.com,https://23829038.fs1.hubspotusercontent-na1.net/hubfs/23829038/Open%20Graph/Monarx%20Home.png,og:image
profile,http://www.linkedin.com/company/motionops,MotionOps,"15 West Scenic Point Drive, Draper, UT","MotionOps revolutionizes the home services industry by streamlining job scheduling, proposal preparation, employee and payroll management, expense tracking, and timesheet approval, enabling businesses to save time and boost efficiency.",www.motionops.com,Seed ,11-50,B2B Software,2021,https://html.duckduckgo.com/html/?q=%22MotionOps%22+founded+year+www.motionops.com,https://cdn.prod.website-files.com/64d3a2327ed39f378927440a/64ec97b551e36108384446ee_Facebook%20OpenGraph-v2%20(1200x630)-min.png,og:image
profile,http://www.linkedin.com/company/nomyx,Nomyx,,"With Nomyx, financial institutions can confidently take the next step into tomorrow’s technology.",www.nomyx.io,Seed ,11-50,FinTech,2021,https://html.duckduckgo.com/html/?q=%22Nomyx%22+founded+year+www.nomyx.io,https://www.nomyx.io/og-image.png,og:image
profile,http://www.linkedin.com/company/oka-the-carbon-insurance-company,Oka,"1389 Center Drive, Park City, UT","Oka, The Carbon Insurance Company™ de-risks carbon credits to scale market growth and accelerate climate action. ",carboninsurance.co,Series A ,11-50,B2B Software,2023,https://html.duckduckgo.com/html/?q=%22Oka%22+founded+year+carboninsurance.co,https://cdn.prod.website-files.com/6970b7fef744754ce950ddf3/699c58a142ba6eb0c99c6162_oka_white_on-brand-dark.png,apple-touch-icon
profile,http://www.linkedin.com/company/oliveriq,Oliver IQ,"8911 South Sandy Parkway, Sandy, UT",OliverIQ is putting smart home automation in reach for everyone through Smart Home as a Service (SHaaS).,www.oliveriq.com,Seed ,11-50,B2B Software,2020,https://html.duckduckgo.com/html/?q=oliveriq+founded+year,http://static1.squarespace.com/static/687123e7e02ce2088b52963e/t/69860f046bb29420e0692c66/1770393348198/SAVI+iQ+Logo+-+B.png?format=1500w,og:image
profile,http://www.linkedin.com/company/olumo,Olumo,"2701 North Thanksgiving Way 100, Lehi, UT","Speed to execution for problem solving in business. Simple, Quick and Cost Effective. See actionable solutions within two weeks",www.olumo.com,Seed ,11-50,B2B Software,2015,https://html.duckduckgo.com/html/?q=%22Olumo%22+founded+year+www.olumo.com,https://icons.duckduckgo.com/ip3/olumo.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/ovationup,Ovation ,"75 West University Parkway, Orem, UT","Ovation is a guest experience platform for multi-unit restaurants that starts with a 2-question survey to drive revenue, streamline guest recovery, and easily improve operations.",www.ovationup.com,Series A ,11-50,B2B Software,2016,https://html.duckduckgo.com/html/?q=%22Ovation%22+founded+year+www.ovationup.com,https://ovationup.com/wp-content/uploads/2024/08/How-great-restaurants-get-better.png,og:image
profile,http://www.linkedin.com/company/gogamify,Paiv,"1633 West Innovation Way, Lehi, UT","Your end-to-end field sales and service management platform, powered by AI. From lead to years of service, your teams can streamline their work in one single platform.",www.paiv.ai,Seed ,11-50,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Paiv%22+founded+year+www.paiv.ai,https://cdn.prod.website-files.com/693b050f274e6decd1d16fb0/694065eaacf5f7013f82b058_Home.webp,og:image
profile,http://www.linkedin.com/company/paramify,Paramify,"1555 North Freedom Boulevard 200 West, Provo, UT","At Paramify, we empower organizations to efficiently build & maintain enterprise security programs. Our platform automates complex and large compliance documentation so you can focus on building core security capabilities. Our solution's flexibility, scalability, and security ensure trust and faster compliance engagements as a result of successful security efforts. Zero to hero, always accurate.",www.paramify.com,Seed ,11-50,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Paramify%22+founded+year+www.paramify.com,https://icons.duckduckgo.com/ip3/paramify.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/getparticl,Particl,"1300 West 11400 Street, South Jordan, UT",#1 source for data-driven e-commerce analysis. Empowering brands with cutting-edge DTC metrics not found anywhere else.,www.particl.com,Series A ,11-50,B2B Software,2019,https://html.duckduckgo.com/html/?q=%22Particl%22+founded+year+www.particl.com,https://www.particl.com/open-graph.png,og:image
profile,http://www.linkedin.com/company/paternabiosciences,Paterna BioSciences,"2749 East Parleys Way, Salt Lake City, UT","Paterna BioSciences, Inc. is a pioneering biotechnology company dedicated to solving the significant challenges of male infertility. ",www.paternabio.com,Seed ,11-50,Bio/Medical Tech,2020,https://html.duckduckgo.com/html/?q=paternabiosciences+founded+year,https://paternabio.com/wp-content/uploads/2024/10/cropped-paterna-icon-mint-180x180.png,apple-touch-icon
profile,http://www.linkedin.com/company/paykeeper,Paykeeper,"893 Baxter Drive, South Jordan, UT","PayKeeper brings escrow to everyday transactions like construction projects, private party purchases, and more. In any transaction, both parties need protection, and PayKeeper makes it easy to use escrow for individual projects and purchases - automating payment milestones and keeping expectations clear.",www.paykeeper.com,Series A ,11-50,FinTech,2022,https://html.duckduckgo.com/html/?q=%22Paykeeper%22+founded+year+www.paykeeper.com,https://cdn-cflinej.nitrocdn.com/kXaXTymJLFLKGBcVBliQoEjtcdQaMhKE/assets/images/optimized/rev-a9bf1ba/paykeeper.com/wp-content/uploads/2022/12/cropped-android-chrome-512x512-1-180x180.png,apple-touch-icon
profile,http://www.linkedin.com/company/pestie,Pestie,"920 W 14600 S Suite 600, Bluffdale, UT 84065",Pestie is the first brand to make doing your own pro-grade pest control easy and affordable for anybody. ,www.pestie.com,Series A ,11-50,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Pestie%22+founded+year+www.pestie.com,https://icons.duckduckgo.com/ip3/pestie.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/plot-line,Plotline,,"Plotline is a mobile adoption platform that enables marketing and product teams to launch native experiences like Stories, Native Embeds, Videos, Streaks, Rewards, etc inside the app, without any engineering effort or app releases.",www.plotline.so,Seed ,11-50,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Plotline%22+founded+year+www.plotline.so,https://cdn.prod.website-files.com/62bc395da3c33ed00dcc1317/65857e7d27c75d4afb236f0a_Hero%20new.webp,og:image
profile,http://www.linkedin.com/company/powderwatts,Powder Watts,"2570 Rasmussen Road, Park City, UT","Powder Watts is a National Science Foundation awarded and funded company that has recently been awarded a USPTO patent on its ability to tackle the largest unmanaged electric load left on the US electric grid. Powder Watts has de risked the technology and is in its second year of full commercial operations, with hundreds of locations and zero customer attrition. ",www.powderwatts.com,Seed ,11-50,Energy,2019,https://html.duckduckgo.com/html/?q=%22Powder+Watts%22+founded+year+www.powderwatts.com,https://powderwatts.com/wp-content/uploads/2022/05/cropped-powder-watts-icon-180x180.png,apple-touch-icon
profile,http://www.linkedin.com/company/qualiti,Qualiti,"2701 North Thanksgiving Way, Lehi, UT","Qualiti is an AI-driven platform that shoulders the manual burden of writing, executing, maintaining, and triaging tests, elevating humans to supervisory roles with complete control. This frees up engineers to focus on releasing new features faster or on other aspects of QA than just manual or automated web regression testing.",www.qualiti.ai,Seed ,11-50,B2B Software,2021,https://html.duckduckgo.com/html/?q=%22Qualiti%22+founded+year+www.qualiti.ai,https://icons.duckduckgo.com/ip3/qualiti.ai.ico,ddg-favicon
profile,http://www.linkedin.com/company/rasa-legal,Rasa ,"180 East 2100 South, Salt Lake City, UT",Rasa is a new #legaltech company with a mission to make it simple and affordable for people to clear their criminal records. We are passionate about increasing #accesstojustice through #technology.,www.rasa-legal.com,Seed ,11-50,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Rasa%22+founded+year+www.rasa-legal.com,https://cdn-ilejelb.nitrocdn.com/uzcjIVrdkZVVPteFKhvorPSFQivPGvLy/assets/images/optimized/rev-5919165/rasa-legal.com/wp-content/uploads/2022/07/favicon-1.png,apple-touch-icon
profile,http://www.linkedin.com/company/refer-pro,ReferPro,"1633 West Innovation Way, Lehi, UT",Unlock the Power of Referrals with ReferPro. Your Go-To Automated Referral Platform for Service Businesses.,www.getrefer.pro,Seed ,11-50,B2B Software,2022,https://html.duckduckgo.com/html/?q=refer-pro+founded+year,https://cdn.prod.website-files.com/6748d26eb2ba34bd6f2a679d/687ab4fc2d92ff12f2fef5d6_ReferPro%20Logos%20Square.png,og:image
profile,http://www.linkedin.com/company/rootrez,Ripe ,"650 South 500 West, Salt Lake City, UT","Ripe provides white-label lodging e-commerce solutions that shift bookings away from generic sites directly to those that create the demand lodging, such as a city, major event, or ski resort. ",bookripe.com,Seed ,11-50,B2B Software,2015,https://html.duckduckgo.com/html/?q=%22Ripe%22+founded+year+bookripe.com,https://bookripe.com/wp-content/uploads/2023/03/footer-graphic.svg,apple-touch-icon
profile,http://www.linkedin.com/company/getroster,Roster,"2701 North Thanksgiving Way, Lehi, UT","Imagine turning your customers into your strongest sales force, reducing your dependency on paid ads. That’s not just a dream; it’s what brands achieve everyday with Roster. We're your co-pilot on a journey to powerful brand ambassadorship, with proven strategies at your fingertips.",www.getroster.com,Seed ,11-50,B2B Software,2016,https://html.duckduckgo.com/html/?q=getroster+founded+year,https://www.getroster.com/wp-content/uploads/2025/09/Roster-Client-Logos-500-x-500-px.png,og:image
profile,http://www.linkedin.com/company/sabx,SABX,"1389 Center Drive, Park City, UT",SABX helps companies bring their order management processes online and unlock sales growth.,www.sabx.com,Series A ,11-50,B2B Software,2018,https://html.duckduckgo.com/html/?q=%22SABX%22+founded+year+www.sabx.com,https://www.sabx.com/wp-content/uploads/2021/10/quote-300x300.png,og:image
profile,http://www.linkedin.com/company/get-mojo-ai,Safety Mojo,"10011 South Centennial Parkway, Sandy, UT","Mojo AI connects people and data to improve safety behavior, reduce incident rates, and lower insurance costs.",www.getmojo.ai,Series A ,11-50,B2B Software,2018,https://html.duckduckgo.com/html/?q=get-mojo-ai+founded+year,https://getmojo.ai/wp-content/uploads/2024/08/Prologis-1-1.png,og:image
profile,http://www.linkedin.com/company/salad-technologies,Salad,"26 South Rio Grande Street, Salt Lake City, UT","400 million consumer-grade GPUs in the world lie unused most of the day. Meanwhile, AI/ML companies are fighting for hard-to-find, expensive AI-focused GPUs. Salad connects the two.",www.salad.com,Series A ,11-50,B2B Software,2018,https://html.duckduckgo.com/html/?q=salad-technologies+founded+year,https://uploads-ssl.webflow.com/657145f7e647f68f04562685/658075992cdde6c9d1975a1b_image%20106.png,og:image
profile,http://www.linkedin.com/company/samedayservices,Sameday,"1557 West Innovation Way, Lehi, UT","Sameday enables home service businesses to be available by phone 24/7 with our AI powered Virtual Sales Agents. Unlike anything you have heard before, Sameday’s AI sounds like a person and can answer questions, build value, and over come objections to get prospective customers on the schedule.",gosameday.com,Seed ,11-50,B2B Software,2021,https://html.duckduckgo.com/html/?q=%22Sameday%22+founded+year+gosameday.com,https://cdn.prod.website-files.com/6772db33a23ea68db8d2fb54/67a655fdcf08a754e6b31936_AI%20Dispatcher%20(2).jpg,og:image
profile,http://www.linkedin.com/company/savvos,Savvos,"629 East Quality Drive, American Fork, UT","A smarter way to find a great price, schedule care and simplify payment.",www.savvos.com,Seed ,11-50,Bio/Medical Tech,2017,https://html.duckduckgo.com/html/?q=%22Savvos%22+founded+year+www.savvos.com,https://icons.duckduckgo.com/ip3/savvos.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/getschoolai,SchoolAI,"1441 W Innovation Way, Lehi, UT 84043-4677","Powerful, managed, and safe AI-powered tools that bring K12 students, teachers, and school leaders closer together.",www.schoolai.com,Series A ,11-50,B2B Software,2021,https://html.duckduckgo.com/html/?q=%22SchoolAI%22+founded+year+www.schoolai.com,https://framerusercontent.com/images/Og1g9vg7LhVhFh5pw4i1Wb0R0.jpg,og:image
profile,http://www.linkedin.com/company/seis-card,Seis,"1557 West Innovation Way, Lehi, UT",Banking 100% in Spanish for Spanish speakers living in the US,www.seis.com,Series A ,11-50,FinTech,2021,https://html.duckduckgo.com/html/?q=%22Seis%22+founded+year+www.seis.com,https://icons.duckduckgo.com/ip3/seis.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/skill-struck,Skill Struck,"629 East Quality Drive, American Fork, UT","Computer Science & AI for K-12 Classrooms. Learn today's technology skills using Skill Struck's curriculum, tools, and professional development. Our comprehensive B2B Software  platform and AI tools help to empower creators, grow problem solvers, & strengthen communities one kid at a time!",www.skillstruck.com,Seed ,11-50,B2B Software,2017,https://html.duckduckgo.com/html/?q=%22Skill+Struck%22+founded+year+www.skillstruck.com,https://icons.duckduckgo.com/ip3/skillstruck.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/getsyncware,Syncware ,"6300 Sagewood Drive, Park City, UT","Sync orders, inventory, and fulfillment between your sales channels (Marketplaces, rep systems, EDI, etc.) to your internal systems (warehouse, ERP, etc.).",www.syncware.com,Seed ,11-50,B2B Software,2006,https://html.duckduckgo.com/html/?q=%22Syncware%22+founded+year+www.syncware.com,https://cdn.prod.website-files.com/629b72377e21b3bdd6999f72/633b6da8ca1f8e2dd3134c90_OG-Image.jpg,og:image
profile,http://www.linkedin.com/company/tellus-sensors,Tellus ,"2319 South Foothill Drive, Salt Lake City, UT","TELLUS is at the forefront of transforming how we perceive and address air quality. Our innovative air quality sensor technology empowers communities, businesses, and individuals to breathe cleaner air, promoting healthier lives and a sustainable future.",www.tellusensors.com,Seed ,11-50,Energy,2017,https://html.duckduckgo.com/html/?q=%22Tellus%22+founded+year+www.tellusensors.com,https://icons.duckduckgo.com/ip3/tellusensors.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/troomi,Troomi,"3300 Triumph Boulevard, Lehi, UT","With a mission to help children learn, do and become anything through a safe, balanced relationship with technology, Troomi is the smartest way to introduce phones to kids.",www.troomi.com,Seed ,11-50,Consumer,2021,https://html.duckduckgo.com/html/?q=%22Troomi%22+founded+year+www.troomi.com,https://troomi.com/wp-content/uploads/2026/02/26-Feb-100v2_Websocial_1200x630.webp,og:image
profile,http://www.linkedin.com/company/velocity-access,Velocity Access,"412 West Rivers Edge Drive, Provo, UT","At Velocity Access, we’re transforming how venues operate and engage with their customers. Our advanced ticketing software integrates all venue operations—ticketing, concessions, parking, and more—into one streamlined platform, ensuring everything runs smoothly and efficiently.",www.velocityaccess.io,Seed ,11-50,B2B Software,2023,https://html.duckduckgo.com/html/?q=%22Velocity+Access%22+founded+year+www.velocityaccess.io,https://icons.duckduckgo.com/ip3/velocityaccess.io.ico,ddg-favicon
profile,http://www.linkedin.com/company/velosimoinc,Velosimo,"12537 South Brundisi Way, Herriman, UT","Velosimo is ushering in the Connected Revolution with no-code integration connectors explicitly built for connected experiences with government and the distinct scenarios of inner-system use by staff and citizens while providing connector management, deep insight, and self-healing transactions.",www.velosimo.com,Series A ,11-50,B2B Software,2018,https://html.duckduckgo.com/html/?q=%22Velosimo%22+founded+year+www.velosimo.com,https://icons.duckduckgo.com/ip3/velosimo.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/viderahealth,Videra Health,"898 North 1200 West, Orem, UT","Videra Health is a leading AI-driven mental health assessment platform that empowers providers and healthcare organizations to proactively identify, triage, and monitor at-risk patients to close care gaps using linguistic, audio and video analysis. ",www.viderahealth.com,Seed ,11-50,Bio/Medical Tech,2019,https://html.duckduckgo.com/html/?q=viderahealth+founded+year,https://viderahealth.com/images/meet-patients.jpg,og:image
profile,http://www.linkedin.com/company/wander-app-inc,Wander,"1083 Terrace Drive, Provo, UT","Wander is the one-app, no-code, interactive mapping replacement for paper maps.",www.wandermaps.com,Seed ,11-50,Consumer,2021,https://html.duckduckgo.com/html/?q=%22Wander%22+founded+year+www.wandermaps.com,https://cdn.sanity.io/images/n9am1sf7/production/5baf6afe1e62194ebf5c90b6017728ec23b20d01-2400x3000.png?fit=max&amp;auto=format,og:image
profile,http://www.linkedin.com/company/wasatch-biolabs,Wasatch BioLabs,"321 West 1300 South, Heber City, UT",Wasatch BioLabs is an independent biotechnology company with an innovative approach to diagnostics. ,www.wasatchbiolabs.com,Seed ,11-50,Bio/Medical Tech,2022,https://html.duckduckgo.com/html/?q=%22Wasatch+BioLabs%22+founded+year+www.wasatchbiolabs.com,https://cdn.prod.website-files.com/66a0075ec4b0869dd3f73db6/66db36b6e0dd36cb9c6306bc_WBL_Webclip.png,apple-touch-icon
profile,http://www.linkedin.com/company/xenter-corp,Xenter,"344 West 13800 South, Draper, UT",Xenter™ is developing a wireless “Technology in Medicine” (TechMed) ecosystem aimed at improving outcomes for patients.,www.xenter.io,Series B ,11-50,Bio/Medical Tech,2020,https://html.duckduckgo.com/html/?q=%22Xenter%22+founded+year+www.xenter.io,https://xenter.io/Xenter-logos/RGB/socialshare.png,og:image
profile,http://www.linkedin.com/company/zanskar,Zanskar,"90 South 400 West, Salt Lake City, UT","It is our mission to make geothermal power the most affordable form of widely-deployable, 24/7, carbon-free energy generation on the planet.",www.zanskar.com,Series B ,11-50,Energy,2021,https://html.duckduckgo.com/html/?q=%22Zanskar%22+founded+year+www.zanskar.com,https://zanskar.com/_assets/v11/6751b4a1984903b7c86852090e94ec3d6728d42e.png,og:image
profile,http://www.linkedin.com/company/zapmoto,Zapmoto,"11779 Pennbrooke Lane, Highland, UT","It's a broken experience for customers to wait in a dealership for their service to be completed, or to find rides back and forth. With Zapmoto, customers are offered the convenience of a pickup and dropoff of their car to be serviced.",www.zapmoto.com,Seed ,11-50,B2B Software,2019,https://html.duckduckgo.com/html/?q=%22Zapmoto%22+founded+year+www.zapmoto.com,https://zapmoto-website.vercel.app/icon.png,og:image
profile,http://www.linkedin.com/company/alianza,Alianza,"1064 South North County Boulevard, Pleasant Grove, UT","Alianza delivers the only true cloud-native, carrier-grade communications platform built for service providers. Our proprietary full-stack cloud communications platform offers wholesale residential and business communications services, including voice, video conferencing, collaboration, text messaging, and standalone UC softphones.",www.alianza.com,Series D+ ,201-500,B2B Software,2009,https://html.duckduckgo.com/html/?q=%22Alianza%22+founded+year+www.alianza.com,https://icons.duckduckgo.com/ip3/alianza.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/go-blue-eye,Blue Eye,"15 W South Temple, Salt Lake City, UT",We exist to help our customers break free from the shackles of old school video surveillance. ,www.goblueeye.com,Seed ,201-500,Security ,2012,https://html.duckduckgo.com/html/?q=%22Blue+Eye%22+founded+year+www.goblueeye.com,https://icons.duckduckgo.com/ip3/goblueeye.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/cotopaxi-com,Cotopaxi,"74 Main Street, Salt Lake City, UT","Cotopaxi creates outdoor products, apparel, and experiences that help alleviate poverty, move people to do good, and inspire adventure. Our social impact strategy focuses on global poverty alleviation, and we employ responsible sourcing and manufacturing practices throughout our supply chains.",www.cotopaxi.com,Series C ,201-500,Consumer,2014,https://html.duckduckgo.com/html/?q=%22Cotopaxi%22+founded+year+www.cotopaxi.com,https://icons.duckduckgo.com/ip3/cotopaxi.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/cupbop,Cupbop,"593 E 12300 S Ste B Draper, UT, 84020","Korean BBQ in a Cup. We're here to end your boredom with the same old food choices. The Cupbop menu is our own delicious take on Korean cuisine. Exotically flavorful, naturally healthy dishes you've never had a chance to try—and we make them all affordable, fresh, and lightning fast.",www.cupbop.com,Seed ,201-500,Consumer,2013,https://html.duckduckgo.com/html/?q=%22Cupbop%22+founded+year+www.cupbop.com,https://icons.duckduckgo.com/ip3/cupbop.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/gabb-wireless,Gabb Wireless,"2701 North Thanksgiving Way, Lehi, UT","We believe children deserve age-appropriate technology solutions that protect them from harmful content and destructive habits while enabling healthy growth and development. Our mission is to protect children, connect kids to families and encourage life outside the screen.",www.gabb.com,Series A ,201-500,Consumer,2018,https://html.duckduckgo.com/html/?q=%22Gabb+Wireless%22+founded+year+www.gabb.com,https://icons.duckduckgo.com/ip3/gabb.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/homie-com,Homie,"489 South Jordan Parkway, South Jordan, UT","Homie is on a mission to make homeownership easier, more affordable, and accessible for all. By pairing experienced, local real estate professionals with modern technology, we’re changing the way homes are bought and sold. As the fastest growing tech-enabled real estate brokerage in North America, you can count on us to always have your back. Let’s help you get home.",www.homie.com,Series C ,201-500,B2B Software,2014,https://html.duckduckgo.com/html/?q=%22Homie%22+founded+year+www.homie.com,https://icons.duckduckgo.com/ip3/homie.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/pura-scents,Pura ,"2100 Pleasant Grove, Boulevard, Pleasant Grove, UT","Pura is a smart fragrance brand offering an innovative way to fill your home with premium, customizable scents. ",www.pura.com,Series A ,201-500,Consumer,2017,https://html.duckduckgo.com/html/?q=%22Pura%22+founded+year+www.pura.com,https://icons.duckduckgo.com/ip3/pura.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/route-app,Route,"1441 West Innovation Way, Lehi, UT","The post-purchase experience solution loved by customers. Package protection, tracking, and carbon neutral shipping.",www.route.com,Series C ,201-500,B2B Software,2019,https://html.duckduckgo.com/html/?q=%22Route%22+founded+year+www.route.com,https://www.route.com/route-og.png,og:image
profile,http://www.linkedin.com/company/solo-backoffice,Solo,"3049 Executive Parkway, Lehi, UT",SOLO is the industry-leading back-office solution for contractors and sales organizations. ,www.gosolo.io,Series C ,201-500,B2B Software,2018,https://html.duckduckgo.com/html/?q=solo-backoffice+founded+year,https://icons.duckduckgo.com/ip3/gosolo.io.ico,ddg-favicon
profile,http://www.linkedin.com/company/vanderhall-motor-works-inc.,Vanderhall,"3500 Mountain Vista Parkway, Provo, UT","Vanderhall Motor Works delivers the feel of yesteryear with modern performance in a unique package. Vanderhall aims to remain timeless while appealing to the Sunday cruiser and aggressive canyon carving driver alike. Our roadsters accomplish this with style and presence that leaves driver and passenger alike yearning for their next outing — manufactured in Provo, Utah with passion and a nod to the past.",www.vanderhallusa.com,Series C ,201-500,Consumer,2010,https://html.duckduckgo.com/html/?q=%22Vanderhall%22+founded+year+www.vanderhallusa.com,https://icons.duckduckgo.com/ip3/vanderhallusa.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/nomi-health,Nomi Health,"898 North 1200 West, Orem, UT","Nomi Health is rebuilding healthcare with services and technology solutions that allow easy access to quality, affordable care.",www.nomihealth.com,Series B ,501-1K,Bio/Medical Tech,2019,https://html.duckduckgo.com/html/?q=%22Nomi+Health%22+founded+year+www.nomihealth.com,https://cdn.prod.website-files.com/6536dc5e6afea703703d0814/6536e93a7fa28173391ba2ab_App%201%202.jpg,apple-touch-icon
profile,http://www.linkedin.com/company/american-battery-factory-inc,American Battery Factory,"735 Auto Mall Drive, American Fork, UT","We have a simple plan for a complex energy crisis: make renewable, independent, efficient and affordable energy a reality.

How are we going to do it?
Create the first and best network of U.S.-owned, vertical manufacturing, supply chain and R&D for LFP battery cells by fusing software, hardware and technology to manage an unlimited inventory of sustainable energy sources stored through state-of-the-art battery manufacturing and innovation.",www.americanbatteryfactory.com,Series A ,51-200,Energy,2021,https://html.duckduckgo.com/html/?q=%22American+Battery+Factory%22+founded+year+www.americanbatteryfactory.com,https://icons.duckduckgo.com/ip3/americanbatteryfactory.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/atomic-fi,Atomic,"2890 East Cottonwood Parkway, Cottonwood Heights, UT","Atomic is a leading financial connectivity platform that puts consumers in control of their personal data. Prioritizing data rights and security, Atomic is trusted by over 195 financial institutions, fintechs and partners.",www.atomic.financial,Series C ,51-200,FinTech,2019,https://html.duckduckgo.com/html/?q=%22Atomic%22+founded+year+www.atomic.financial,https://icons.duckduckgo.com/ip3/atomic.financial.ico,ddg-favicon
